Pincode,Prepaid,Reverse Pickup,COD,City,State Code,Express TAT,Surface TAT,Zone,BD-Zone,BD-State Code,BD-serviceable status
277210,Y,Y,Y,Bariya,UP,3,3,D1,No service,No service,0
262544,Y,Y,Y,Dharchula,UK,4,4,D1,No service,No service,EDL /ODA
394305,Y,Y,Y,Kadodara,GJ,#N/A,#N/A,#N/A,WEST,PSN,Yes
605602,Y,Y,Y,Viluppuram,TN,3,4,D2,SOUTH,VPR,Yes
607001,Y,Y,Y,Cuddalore,TN,3,4,D2,SOUTH,CUD,Yes
324010,Y,Y,Y,Kota,RJ,2,3,D1,NORTH,KOC,Yes
325217,Y,Y,Y,Kelwara,RJ,2,2,#N/A,No service,No service,EDL /ODA
472331,Y,Y,Y,Jatara,MP,3,3,D1,No service,No service,EDL /ODA
711328,Y,Y,Y,Howrah,WB,2,3,C2,No service,No service,EDL /ODA
334401,Y,Y,Y,Bikaner,RJ,2,2,B,NORTH,BKN,Yes
788014,Y,Y,Y,Silchar,AS,3,5,E,No service,No service,EDL /ODA
623002,Y,Y,Y,Vellore,TN,2,4,D2,No service,No service,0
577444,Y,Y,Y,Shimoga,KA,3,5,D2,No service,No service,EDL /ODA
844122,Y,Y,Y,Hazrat Jandaha,BR,2,3,D1,No service,No service,EDL /ODA
754016,Y,Y,Y,Jagatsinghpur,OR,3,4,D2,No service,No service,EDL /ODA
768018,Y,Y,Y,Sambalpur,OR,2,4,D1,No service,No service,EDL /ODA
228119,Y,Y,Y,Sultanpur,UP,3,3,D1,No service,No service,EDL /ODA
506151,Y,Y,Y,Ghanpur,TS,3,4,D2,No service,No service,0
191111,Y,Y,Y,Srinagar,JK,3,5,F,No service,No service,0
415705,Y,Y,Y,Shringartali,MH,3,4,D2,No service,No service,EDL /ODA
743122,Y,Y,Y,Barrackpore,WB,3,4,D2,No service,No service,EDL /ODA
799131,Y,Y,Y,Udaipur-TR,TR,2,6,E,No service,No service,0
756139,Y,Y,Y,Bhadrak,OR,3,4,D2,No service,No service,EDL /ODA
822129,Y,Y,Y,Nagar Untari,JH,3,3,D1,No service,No service,0
192211,Y,Y,Y,Anantnag,JK,4,4,F,No service,No service,0
384470,Y,Y,Y,Vijapur,GJ,3,4,D1,No service,No service,0
384565,Y,Y,Y,Vijapur,GJ,3,4,D1,No service,No service,0
382345,Y,Y,Y,Ahmedabad,GJ,2,3,C1,WEST,AHD,Yes
425312,Y,Y,Y,Bhusawal,MH,3,4,D1,No service,No service,0
581170,Y,Y,Y,Sirsi,KA,3,4,D2,No service,No service,EDL /ODA
845522,Y,Y,Y,Narkatiaganj,BR,3,3,D1,No service,No service,0
415527,Y,Y,Y,Vaduj,MH,3,4,D2,No service,No service,EDL /ODA
736207,Y,Y,Y,Barobisha,WB,2,4,D2,No service,No service,0
305412,Y,Y,Y,Borada,RJ,#N/A,#N/A,#N/A,No service,No service,EDL /ODA
221103,Y,Y,Y,Varanasi,UP,2,3,D1,NORTH,VRS,Yes
221107,Y,Y,Y,Varanasi,UP,2,3,D1,NORTH,VRS,Yes
333026,Y,Y,Y,Pilani,RJ,2,2,B,NORTH,PIZ,Yes
764063,Y,Y,Y,Nabarangapur,OR,3,4,D2,No service,No service,EDL /ODA
275105,Y,Y,Y,Ghosi,UP,3,3,D1,No service,No service,EDL /ODA
482006,Y,Y,Y,Jabalpur,MP,3,3,D1,WEST,JBL,Yes
581206,Y,Y,Y,Kittur,KA,3,4,D2,No service,No service,EDL /ODA
242301,Y,Y,Y,Tilhar,UP,2,2,B,No service,No service,EDL /ODA
577551,Y,Y,Y,Davangere,KA,2,5,D2,No service,No service,EDL /ODA
142043,Y,Y,Y,Dharamkot,PB,2,2,B,No service,No service,EDL /ODA
332031,Y,Y,Y,Balaran,RJ,2,2,B,No service,No service,EDL /ODA
388715,Y,Y,Y,Godhra,GJ,3,3,D1,No service,No service,EDL /ODA
690104,Y,Y,Y,Tiruvalla,KL,3,5,D2,SOUTH,MVL,Yes
416143,Y,Y,Y,Ichalkaranji,MH,2,4,D2,WEST,ICH,Yes
785689,Y,Y,Y,Sonari,AS,2,6,E,No service,No service,EDL /ODA
671552,Y,Y,Y,Kasaragod,KL,3,4,D2,No service,No service,EDL /ODA
132101,Y,Y,Y,Samalkha,HR,3,3,B,No service,No service,EDL /ODA
531133,Y,Y,Y,Chintapalli,AP,2,4,D2,No service,No service,0
606703,Y,Y,Y,Uthangarai,TN,3,4,D2,No service,No service,EDL /ODA
689544,Y,Y,Y,Kozhenchery,KL,3,5,D2,No service,No service,EDL /ODA
522309,Y,Y,Y,Guntur,AP,3,4,D2,No service,No service,0
411107,Y,Y,Y,Pune,MH,2,3,C2,No service,No service,0
794110,Y,Y,Y,Rongjeng,ML,3,4,E,No service,No service,EDL /ODA
431606,Y,Y,Y,Nanded,MH,3,4,D1,WEST,NND,Yes
226501,Y,Y,Y,Lucknow,UP,2,2,D1,No service,No service,EDL /ODA
388540,Y,Y,Y,Anand,GJ,2,3,D1,No service,No service,EDL /ODA
713383,Y,Y,Y,Mejia,WB,2,3,D1,No service,No service,EDL /ODA
784162,Y,Y,Y,Narayanpur,AS,3,4,E,No service,No service,EDL /ODA
515164,Y,Y,Y,Puttaparthi,AP,3,4,D2,No service,No service,EDL /ODA
415701,Y,Y,Y,Chiplun,MH,3,4,D2,No service,No service,EDL /ODA
680001,Y,Y,Y,Thrissur,KL,3,5,D2,SOUTH,TRR,Yes
493770,Y,Y,Y,Dhamtari,CG,2,4,D1,No service,No service,EDL /ODA
721149,Y,Y,Y,Kharagpur,WB,2,4,D2,No service,No service,EDL /ODA
224235,Y,Y,Y,Akbarpur,UP,3,3,D1,No service,No service,0
365430,Y,Y,Y,Amreli,GJ,3,4,D1,No service,No service,EDL /ODA
486446,Y,Y,Y,Rewa,MP,3,3,D1,No service,No service,EDL /ODA
481771,Y,Y,Y,Mandla,MP,3,3,D1,No service,No service,EDL /ODA
311601,Y,Y,Y,Mandalgarh,RJ,3,3,D1,No service,No service,EDL /ODA
580022,Y,Y,Y,Hubli,KA,3,4,D2,SOUTH,HBL,Yes
606802,Y,Y,Y,Polur,TN,3,4,D2,No service,No service,EDL /ODA
392240,Y,Y,Y,Bharuch,GJ,2,3,D1,No service,No service,EDL /ODA
416123,Y,Y,Y,Kolhapur,MH,2,4,D2,No service,No service,0
673611,Y,Y,Y,Kozhikode,KL,2,5,D2,No service,No service,EDL /ODA
243004,Y,Y,Y,Bareilly,UP,2,2,B,No service,No service,EDL /ODA
497116,Y,Y,Y,Ambikapur,CG,3,3,D1,No service,No service,EDL /ODA
670144,Y,Y,Y,Kannur,KL,3,5,D2,No service,No service,EDL /ODA
636103,Y,Y,Y,Salem,TN,2,4,D2,SOUTH,SAL,Yes
721626,Y,Y,Y,Bajkul,WB,2,4,D2,No service,No service,EDL /ODA
815318,Y,Y,Y,Giridih,JH,3,3,D1,No service,No service,EDL /ODA
604406,Y,Y,Y,Tindivanam,TN,3,4,D2,No service,No service,EDL /ODA
431003,Y,Y,Y,Aurangabad,MH,2,4,D1,WEST,AUR,Yes
501359,Y,Y,Y,Kadthal,TS,3,4,D2,No service,No service,EDL /ODA
477105,Y,Y,Y,Bhind,MP,2,2,B,No service,No service,EDL /ODA
802160,Y,Y,Y,Arrah,BR,2,3,D1,No service,No service,EDL /ODA
685612,Y,Y,Y,Munnar,KL,2,5,D2,No service,No service,EDL /ODA
999956,Y,Y,Y,Surat,GJ,2,3,D1,No service,No service,0
785644,Y,Y,Y,Sivasagar,AS,3,5,E,No service,No service,0
689546,Y,Y,Y,Chengannur,KL,3,5,D2,No service,No service,EDL /ODA
609306,Y,Y,Y,Peralam,TN,3,5,#N/A,No service,No service,EDL /ODA
480112,Y,Y,Y,Chhindwara,MP,2,3,D1,No service,No service,EDL /ODA
431704,Y,Y,Y,Waranga Phata,MH,3,4,D1,No service,No service,EDL /ODA
272178,Y,Y,Y,Basti,UP,3,3,D1,No service,No service,EDL /ODA
143109,Y,Y,Y,Ajnala,PB,2,2,B,No service,No service,EDL /ODA
247772,Y,Y,Y,Thanabhawan,UP,2,2,B,No service,No service,EDL /ODA
249202,Y,Y,Y,Rishikesh,UK,2,2,B,NORTH,RKH,Yes
852139,Y,Y,Y,Triveninganj,BR,3,3,D1,No service,No service,EDL /ODA
600128,Y,Y,Y,Chennai,TN,2,4,C2,No service,No service,EDL /ODA
577146,Y,Y,Y,Belur,KA,3,5,D2,No service,No service,EDL /ODA
504110,Y,Y,Y,Nirmal,TS,3,4,D1,No service,No service,EDL /ODA
731255,Y,Y,Y,Nanoor,WB,3,3,D1,No service,No service,EDL /ODA
144410,Y,Y,Y,Phillaur,PB,2,2,B,NORTH,GRY,Yes
614012,Y,Y,Y,Thiruvarur,TN,3,5,D2,No service,No service,0
571174,Y,Y,Y,Chamarajanagar,KA,3,4,D2,No service,No service,0
504207,Y,Y,Y,Luxettipet,TS,3,4,D1,No service,No service,0
182147,Y,Y,Y,Doda,JK,3,3,E,No service,No service,0
606906,Y,Y,Y,Polur,TN,3,4,D2,No service,No service,EDL /ODA
370435,Y,Y,Y,Mandvi,GJ,3,4,D1,No service,No service,EDL /ODA
732126,Y,Y,Y,Itahar,WB,3,4,D1,No service,No service,EDL /ODA
493881,Y,Y,Y,Abhanpur,CG,2,4,D1,No service,No service,EDL /ODA
781025,Y,Y,Y,Guwahati,AS,3,4,E,EAST,GAU,Yes
841225,Y,Y,Y,Dighwara,BR,2,3,D1,No service,No service,EDL /ODA
175005,Y,Y,Y,Mandi,HP,3,3,E,NORTH,MNH,Yes
273202,Y,Y,Y,Gorakhpur,UP,3,3,D1,No service,No service,EDL /ODA
734215,Y,Y,Y,Darjeeling,WB,2,3,D2,No service,No service,EDL /ODA
522238,Y,Y,Y,Guntur,AP,3,4,D2,No service,No service,EDL /ODA
273013,Y,Y,Y,Gorakhpur,UP,3,3,D1,NORTH,GKP,Yes
494004,Y,Y,Y,Jagdalpur,CG,3,5,D2,No service,No service,0
691535,Y,Y,Y,Pangodu,KL,3,5,D2,No service,No service,EDL /ODA
491885,Y,Y,Y,Khairagarh,CG,3,4,D1,No service,No service,EDL /ODA
781012,Y,Y,Y,Guwahati,AS,3,4,E,EAST,GAU,Yes
688566,Y,Y,Y,Alappuzha,KL,3,5,D2,No service,No service,EDL /ODA
826015,Y,Y,Y,Dhanbad,JH,3,3,D1,No service,No service,0
364280,Y,Y,Y,Jesar,GJ,#N/A,#N/A,#N/A,No service,No service,EDL /ODA
605402,Y,Y,Y,Viluppuram,TN,3,4,D2,No service,No service,EDL /ODA
523241,Y,Y,Y,Podili,AP,3,4,D2,No service,No service,EDL /ODA
585319,Y,Y,Y,Yadgir,KA,3,4,D2,No service,No service,EDL /ODA
403729,Y,Y,Y,Goa,GA,3,4,D2,WEST,PNJ,Yes
571807,Y,Y,Y,Mandya,KA,3,4,D2,No service,No service,EDL /ODA
314402,Y,Y,Y,Simalwara,RJ,3,3,D1,No service,No service,EDL /ODA
713205,Y,Y,Y,Durgapur,WB,2,3,D1,EAST,DGP,Yes
691008,Y,Y,Y,Kollam,KL,3,5,D2,SOUTH,QUI,Yes
628301,Y,Y,Y,Ottapidaram,TN,3,5,D2,No service,No service,EDL /ODA
673307,Y,Y,Y,Koyilandy,KL,2,5,D2,No service,No service,EDL /ODA
321406,Y,Y,Y,Weir,RJ,2,2,B,No service,No service,EDL /ODA
585101,Y,Y,Y,Gulbarga,KA,3,4,D2,SOUTH,GUL,Yes
577111,Y,Y,Y,Chikkamagalur,KA,3,5,D2,No service,No service,EDL /ODA
450116,Y,Y,Y,Harda,MP,2,3,D1,No service,No service,EDL /ODA
713519,Y,Y,Y,Nabadwip,WB,3,4,D2,No service,No service,EDL /ODA
682304,Y,Y,Y,Cochin,KL,2,5,D2,No service,No service,0
400612,Y,Y,Y,Greater Thane,MH,2,3,C2,No service,No service,EDL /ODA
390006,Y,Y,Y,Vadodara,GJ,2,3,D1,WEST,BDQ,Yes
625203,Y,Y,Y,Dindigul,TN,3,5,D2,No service,No service,EDL /ODA
518102,Y,Y,Y,Srisailam,AP,3,4,D2,No service,No service,EDL /ODA
792001,Y,Y,Y,Tezu,AR,2,6,E,No service,No service,0
388220,Y,Y,Y,Umreth,GJ,2,3,D1,No service,No service,EDL /ODA
534350,Y,Y,Y,Kovvur,AP,3,4,D2,SOUTH,NDV,Yes
321411,Y,Y,Y,Bayana,RJ,2,2,B,No service,No service,EDL /ODA
393001,Y,Y,Y,Ankleshwar,GJ,2,3,D1,WEST,ANK,Yes
274001,Y,Y,Y,Deoria,UP,3,3,D1,No service,No service,EDL /ODA
791122,Y,Y,Y,Daporijo,AR,4,7,E,No service,No service,0
626526,Y,Y,Y,Theni,TN,3,5,D2,No service,No service,0
600029,Y,Y,Y,Chennai,TN,2,4,C2,SOUTH,MAA,Yes
502335,Y,Y,Y,Medak,TS,3,4,D2,SOUTH,HYD,Yes
673615,Y,Y,Y,Perambra,KL,2,5,D2,No service,No service,EDL /ODA
851139,Y,Y,Y,Begusarai,BR,3,3,D1,No service,No service,0
685607,Y,Y,Y,Thodupuzha,KL,2,5,D2,No service,No service,EDL /ODA
522234,Y,Y,Y,Chilakaluripet,AP,3,4,D2,No service,No service,EDL /ODA
360560,Y,Y,Y,Porbandar,GJ,3,3,D1,No service,No service,EDL /ODA
671221,Y,Y,Y,Kannur,KL,3,5,D2,No service,No service,0
416217,Y,Y,Y,Kolhapur,MH,2,4,D2,No service,No service,EDL /ODA
603405,Y,Y,Y,Chengalpattu,TN,3,4,D2,No service,No service,EDL /ODA
770020,Y,Y,Y,Sundargarh,OR,2,4,D1,No service,No service,EDL /ODA
828132,Y,Y,Y,Dhanbad,JH,3,3,D1,No service,No service,EDL /ODA
766029,Y,Y,Y,Junagarh-OR,OR,3,4,D1,No service,No service,EDL /ODA
680684,Y,Y,Y,Chalakudy,KL,3,5,D2,No service,No service,EDL /ODA
629154,Y,Y,Y,Marthandam,TN,3,5,D2,No service,No service,EDL /ODA
802219,Y,Y,Y,Bikramganj,BR,3,3,D1,No service,No service,EDL /ODA
421102,Y,Y,Y,Murbad,MH,3,3,D1,WEST,UNG,Yes
571247,Y,Y,Y,Madikeri,KA,3,5,D2,No service,No service,EDL /ODA
160071,Y,Y,Y,Mohali,PB,2,2,B,NORTH,MOH,Yes
581362,Y,Y,Y,Kumta,KA,2,4,D2,No service,No service,EDL /ODA
190008,Y,Y,Y,Srinagar,JK,3,5,F,No service,No service,0
326501,Y,Y,Y,Bhawani Mandi,RJ,2,2,D1,No service,No service,EDL /ODA
444705,Y,Y,Y,Daryapur,MH,3,3,D1,No service,No service,EDL /ODA
582119,Y,Y,Y,Rona,KA,3,4,D2,No service,No service,EDL /ODA
450341,Y,Y,Y,Khandwa,MP,2,3,D1,No service,No service,0
732148,Y,Y,Y,Malda,WB,4,4,D2,No service,No service,0
685556,Y,Y,Y,Kuthumkal,KL,3,5,D2,No service,No service,EDL /ODA
843350,Y,Y,Y,Sitamarhi,BR,3,3,D1,No service,No service,0
415704,Y,Y,Y,Shringartali,MH,3,4,D2,No service,No service,EDL /ODA
500102,Y,Y,Y,Hyderabad,TS,2,3,C2,SOUTH,HYD,Yes
313332,Y,Y,Y,Gangapur-RJ,RJ,#N/A,#N/A,#N/A,No service,No service,EDL /ODA
332311,Y,Y,Y,Laxmangarh-RJ,RJ,2,2,B,No service,No service,EDL /ODA
574285,Y,Y,Y,Kadaba,KA,3,4,D2,No service,No service,EDL /ODA
722170,Y,Y,Y,Bankura,WB,2,3,D1,No service,No service,EDL /ODA
441908,Y,Y,Y,Pauni,MH,2,3,D1,No service,No service,EDL /ODA
712147,Y,Y,Y,Pandua,WB,3,3,C2,No service,No service,EDL /ODA
813207,Y,Y,Y,Sangrampur,BR,3,3,D1,No service,No service,EDL /ODA
226020,Y,Y,Y,Lucknow,UP,2,2,D1,NORTH,LCK,Yes
190023,Y,Y,Y,Srinagar,JK,3,5,F,No service,No service,0
712307,Y,Y,Y,Ilipur,WB,2,3,D2,No service,No service,0
624704,Y,Y,Y,Oddanchatram,TN,3,5,D2,No service,No service,EDL /ODA
636404,Y,Y,Y,Mettur,TN,2,4,D2,No service,No service,EDL /ODA
230127,Y,Y,Y,Patti-UP,UP,2,2,D1,No service,No service,0
232330,Y,Y,Y,Dildar Nagar,UP,2,3,D1,No service,No service,EDL /ODA
630553,Y,Y,Y,Sivaganga,TN,3,5,D2,No service,No service,EDL /ODA
752018,Y,Y,Y,Nirakarpur,OR,2,4,D2,No service,No service,EDL /ODA
583136,Y,Y,Y,Kotturu,KA,3,5,D2,No service,No service,EDL /ODA
506122,Y,Y,Y,Gudur-TS,TS,3,4,D2,No service,No service,EDL /ODA
515213,Y,Y,Y,Hindupur,AP,3,4,D2,No service,No service,EDL /ODA
222148,Y,Y,Y,Cholapur,UP,2,3,D1,No service,No service,EDL /ODA
799251,Y,Y,Y,Dharmanagar,TR,3,5,E,No service,No service,0
636704,Y,Y,Y,Dharmapuri,TN,3,4,D2,SOUTH,DPI,Yes
244715,Y,Y,Y,Ramnagar,UK,2,2,B,No service,No service,EDL /ODA
442908,Y,Y,Y,Chandrapur,MH,2,3,D1,No service,No service,EDL /ODA
342007,Y,Y,Y,Jodhpur,RJ,3,3,D1,NORTH,JPA,Yes
643232,Y,Y,Y,Coonoor,TN,2,4,D2,No service,No service,EDL /ODA
790103,Y,Y,Y,Seijosa,AR,#N/A,#N/A,#N/A,No service,No service,0
533431,Y,Y,Y,Yerravaram,AP,3,4,D2,No service,No service,EDL /ODA
389152,Y,Y,Y,Dahod,GJ,3,3,D1,No service,No service,EDL /ODA
695021,Y,Y,Y,Thiruvananthapuram,KL,3,5,D2,SOUTH,TRV,Yes
403703,Y,Y,Y,Goa,GA,3,4,D2,WEST,CUN,Yes
686021,Y,Y,Y,Changanacherry,KL,3,5,D2,No service,No service,EDL /ODA
431120,Y,Y,Y,Soegaon,MH,3,4,#N/A,No service,No service,EDL /ODA
335511,Y,Y,Y,Bhadra,RJ,2,2,B,No service,No service,EDL /ODA
142027,Y,Y,Y,Ludhiana,PB,2,2,B,NORTH,LDH,Yes
394550,Y,Y,Y,Surat,GJ,2,3,D1,No service,No service,EDL /ODA
388275,Y,Y,Y,Anand,GJ,2,3,D1,No service,No service,EDL /ODA
626161,Y,Y,Y,Aruppukkottai,TN,3,5,D2,No service,No service,EDL /ODA
573210,Y,Y,Y,Channarayapatna,KA,3,5,D2,No service,No service,EDL /ODA
144409,Y,Y,Y,Phillaur,PB,2,2,B,NORTH,GRY,Yes
173022,Y,Y,Y,Nahan,HP,2,2,E,No service,No service,EDL /ODA
752015,Y,Y,Y,Pipili,OR,3,4,#N/A,No service,No service,EDL /ODA
734209,Y,Y,Y,Darjeeling,WB,2,3,D2,No service,No service,EDL /ODA
391152,Y,Y,Y,Nasvadi,GJ,2,3,D1,No service,No service,EDL /ODA
643213,Y,Y,Y,Coonoor,TN,2,4,D2,No service,No service,EDL /ODA
505307,Y,Y,Y,Rudrangi,TS,3,4,D1,No service,No service,EDL /ODA
416526,Y,Y,Y,Gadhinglaj,MH,3,4,D2,No service,No service,EDL /ODA
686686,Y,Y,Y,Muvattupuzha,KL,2,5,D2,No service,No service,EDL /ODA
144207,Y,Y,Y,Dasuya,PB,2,2,B,No service,No service,EDL /ODA
360005,Y,Y,Y,Rajkot,GJ,3,3,D1,WEST,RJK,Yes
609003,Y,Y,Y,Mayiladuthurai,TN,3,5,D2,SOUTH,IYL,Yes
441808,Y,Y,Y,Sakoli,MH,3,3,D1,No service,No service,EDL /ODA
281006,Y,Y,Y,Mathura,UP,2,2,B,No service,No service,EDL /ODA
160005,Y,Y,Y,Chandigarh,CH,2,2,B,NORTH,CAR,Yes
173222,Y,Y,Y,Solan,HP,3,3,E,No service,No service,EDL /ODA
124101,Y,Y,Y,Jhajjar,HR,2,2,A,No service,No service,0
606807,Y,Y,Y,Chetpet,TN,3,5,D2,No service,No service,EDL /ODA
481776,Y,Y,Y,Mandla,MP,3,3,D1,No service,No service,EDL /ODA
382712,Y,Y,Y,Anand,GJ,2,3,D1,No service,No service,0
176088,Y,Y,Y,Sandhol,HP,3,3,E,No service,No service,EDL /ODA
400410,Y,Y,Y,Mumbai,MH,2,3,C2,No service,No service,0
680102,Y,Y,Y,Thrissur,KL,3,5,D2,No service,No service,EDL /ODA
610203,Y,Y,Y,Thiruthuraipoondi,TN,3,5,D2,No service,No service,EDL /ODA
785614,Y,Y,Y,Dergaon,AS,3,5,E,No service,No service,EDL /ODA
523247,Y,Y,Y,Podili,AP,3,4,D2,No service,No service,EDL /ODA
143007,Y,Y,Y,Amritsar,PB,2,2,B,NORTH,ATQ,Yes
277504,Y,Y,Y,Ballia,UP,3,3,D1,No service,No service,0
500015,Y,Y,Y,Hyderabad,TS,2,3,C2,SOUTH,HYD,Yes
175004,Y,Y,Y,Jahu,HP,2,3,E,No service,No service,EDL /ODA
587201,Y,Y,Y,Badami,KA,3,4,D2,No service,No service,EDL /ODA
842006,Y,Y,Y,Muzaffarpur,BR,3,3,D1,No service,No service,0
523001,Y,Y,Y,Ongole,AP,3,4,D2,SOUTH,OGF,Yes
226201,Y,Y,Y,Lucknow,UP,2,2,D1,No service,No service,EDL /ODA
781013,Y,Y,Y,Guwahati,AS,3,4,E,EAST,GAU,Yes
144009,Y,Y,Y,Jalandhar,PB,2,2,B,NORTH,JRD,Yes
721156,Y,Y,Y,Panskura,WB,2,3,D2,No service,No service,EDL /ODA
121102,Y,Y,Y,Faridabad,HR,1,1,A,NORTH,PWL,Yes
627953,Y,Y,Y,Sankarankovil,TN,3,5,D2,No service,No service,EDL /ODA
689516,Y,Y,Y,Adoor,KL,3,5,D2,No service,No service,EDL /ODA
642126,Y,Y,Y,Udumalaipettai,TN,2,4,D2,No service,No service,EDL /ODA
305001,Y,Y,Y,Ajmer,RJ,3,3,B,NORTH,ANX,Yes
382014,Y,Y,Y,Gandhinagar,GJ,2,3,C1,WEST,GNR,Yes
134109,Y,Y,Y,Zirakpur,PB,2,2,B,NORTH,PKL,Yes
794108,Y,Y,Y,Resubelpara,ML,3,4,E,No service,No service,EDL /ODA
503224,Y,Y,Y,Armoor,TS,3,4,D1,SOUTH,ARM,Yes
625520,Y,Y,Y,Theni,TN,3,5,D2,No service,No service,EDL /ODA
797113,Y,Y,Y,Dimapur,NL,4,5,E,No service,No service,EDL /ODA
441803,Y,Y,Y,Brahmapuri,MH,2,3,D1,No service,No service,EDL /ODA
382352,Y,Y,Y,Ahmedabad,GJ,2,3,C1,WEST,AHD,Yes
530046,Y,Y,Y,Visakhapatnam,AP,2,4,D2,SOUTH,VZG,Yes
576220,Y,Y,Y,Byndoor,KA,3,4,D2,No service,No service,EDL /ODA
606804,Y,Y,Y,Tiruvannamalai,TN,3,4,D2,No service,No service,EDL /ODA
691585,Y,Y,Y,Kollam,KL,3,5,D2,No service,No service,EDL /ODA
503311,Y,Y,Y,Armoor,TS,3,4,D1,No service,No service,EDL /ODA
125042,Y,Y,Y,Meham,HR,2,2,B,No service,No service,EDL /ODA
831012,Y,Y,Y,Jamshedpur,JH,2,3,D1,EAST,JMD,Yes
843146,Y,Y,Y,Muzaffarpur,BR,3,3,D1,EAST,MZF,Yes
560116,Y,Y,Y,Kanakapura,KA,2,4,D2,No service,No service,0
110087,Y,Y,Y,Delhi,DL,1,1,A,NORTH,DEL,Yes
686638,Y,Y,Y,Kottayam,KL,3,5,D2,No service,No service,EDL /ODA
574110,Y,Y,Y,Karkala,KA,3,4,D2,No service,No service,EDL /ODA
341304,Y,Y,Y,Sujangarh,RJ,2,2,B,No service,No service,EDL /ODA
843113,Y,Y,Y,Muzaffarpur,BR,3,3,D1,No service,No service,EDL /ODA
305008,Y,Y,Y,Ajmer,RJ,3,3,B,No service,No service,EDL /ODA
632531,Y,Y,Y,Arakkonam,TN,2,4,D2,No service,No service,EDL /ODA
271208,Y,Y,Y,Balrampur,UP,3,3,D1,No service,No service,EDL /ODA
636903,Y,Y,Y,Harur,TN,3,4,D2,No service,No service,EDL /ODA
415539,Y,Y,Y,Karad,MH,3,4,D2,No service,No service,EDL /ODA
721145,Y,Y,Y,Kharagpur,WB,2,4,D2,EAST,KGP,Yes
610109,Y,Y,Y,Thiruvarur,TN,3,5,D2,No service,No service,EDL /ODA
785002,Y,Y,Y,Jorhat,AS,3,5,E,EAST,JHT,Yes
609802,Y,Y,Y,Kumbakonam,TN,3,5,D2,No service,No service,EDL /ODA
402109,Y,Y,Y,Nagothane,MH,3,3,D2,No service,No service,EDL /ODA
134113,Y,Y,Y,Zirakpur,PB,2,2,B,NORTH,PKL,Yes
151003,Y,Y,Y,Bathinda,PB,2,2,B,NORTH,DBH,Yes
283130,Y,Y,Y,Shikohabad,UP,2,2,B,No service,No service,EDL /ODA
712308,Y,Y,Y,Jamalpur,WB,3,3,D1,No service,No service,EDL /ODA
627654,Y,Y,Y,Thisayanvilai,TN,3,5,D2,No service,No service,EDL /ODA
577214,Y,Y,Y,Shikaripur,KA,3,5,D2,No service,No service,EDL /ODA
321615,Y,Y,Y,Mahwa,RJ,2,2,B,No service,No service,EDL /ODA
533429,Y,Y,Y,Yerravaram,AP,3,4,D2,No service,No service,EDL /ODA
127042,Y,Y,Y,Charkhi Dadri,HR,2,2,B,No service,No service,0
571812,Y,Y,Y,Krishnarajpet,KA,3,5,D2,No service,No service,EDL /ODA
743133,Y,Y,Y,Naihati,WB,2,3,D2,No service,No service,EDL /ODA
500195,Y,Y,Y,Hyderabad,TS,2,3,C2,SOUTH,HYD,Yes
759016,Y,Y,Y,Bhuban,OR,3,4,D2,No service,No service,EDL /ODA
144501,Y,Y,Y,Phagwara,PB,2,2,B,No service,No service,EDL /ODA
515531,Y,Y,Y,Kadiri,AP,3,4,D2,No service,No service,EDL /ODA
391120,Y,Y,Y,Nasvadi,GJ,2,3,D1,No service,No service,EDL /ODA
631603,Y,Y,Y,Kanchipuram,TN,3,4,D2,No service,No service,EDL /ODA
601202,Y,Y,Y,Gummudipoondi,TN,3,4,D2,No service,No service,EDL /ODA
683522,Y,Y,Y,North Paravur,KL,3,5,D2,No service,No service,EDL /ODA
560066,Y,Y,Y,Bangalore,KA,2,4,C2,SOUTH,BLR,Yes
576107,Y,Y,Y,Manipal,KA,3,4,D2,SOUTH,MPL,Yes
700059,Y,Y,Y,Kolkata,WB,2,3,C2,EAST,CCU,Yes
686521,Y,Y,Y,Kothanalloor,KL,3,6,D2,No service,No service,EDL /ODA
502270,Y,Y,Y,Jogipet,TS,2,4,D2,No service,No service,EDL /ODA
225405,Y,Y,Y,Dariyabad,UP,2,2,D1,No service,No service,EDL /ODA
585237,Y,Y,Y,Talikoti,KA,3,4,D2,No service,No service,EDL /ODA
627131,Y,Y,Y,Vallioor,TN,3,5,D2,No service,No service,EDL /ODA
444505,Y,Y,Y,Washim,MH,3,4,D1,No service,No service,EDL /ODA
700086,Y,Y,Y,Kolkata,WB,2,3,C2,EAST,CCU,Yes
580025,Y,Y,Y,Hubli,KA,3,4,D2,SOUTH,HBL,Yes
415801,Y,Y,Y,Lanja,MH,3,4,D2,No service,No service,EDL /ODA
306705,Y,Y,Y,Falna,RJ,3,3,D1,No service,No service,EDL /ODA
587115,Y,Y,Y,Muddebihal,KA,3,4,D2,No service,No service,EDL /ODA
751027,Y,Y,Y,Bhubaneshwar,OR,2,3,D2,No service,No service,EDL /ODA
313031,Y,Y,Y,Jhadol,RJ,3,3,D1,No service,No service,EDL /ODA
411029,Y,Y,Y,Pune,MH,2,3,C2,WEST,PNQ,Yes
690560,Y,Y,Y,Haripad,KL,3,5,D2,No service,No service,EDL /ODA
515661,Y,Y,Y,Anantapur,AP,2,4,D2,No service,No service,EDL /ODA
